Day1_collection_cr,Production_House_Score,Director_Score,Runtime (min),Release_Year,Release_Month,Release_Day_of_Week,Promotion_Duration_Days,Genre_Drama,Genre_Comedy,Genre_Action,Genre_Thriller,Genre_Romance,Genre_Crime,Genre_Other,avg_sentiment,median_sentiment
2.9,53.59314855,15.63074913,147,2017,7,4,34,0,0,0,1,0,0,0,0.6715,0.78445
0.01,34.52374557,15.63074913,111,2019,10,4,0,1,0,0,0,0,0,0,0.44536,0.48633
0.24,34.52374557,15.63074913,122,2024,6,4,14,1,0,0,0,0,0,0,0.6256,0.6369
0.04,34.52374557,15.63074913,118,2018,9,4,23,0,0,0,0,1,0,0,0.6022,0.77735
28.5,69.90840608,15.63074913,159,2018,6,4,31,0,0,1,0,0,0,1,0.2945,0.24305
0.7,72.76391152,15.63074913,156,2023,10,3,72,1,0,0,0,1,0,0,0.41076,0.52715
7.53,42.23639278,15.63074913,138,2018,5,4,31,0,0,0,1,0,0,1,0.5636,0.73195
1.4,34.52374557,15.63074913,137,2017,11,4,0,1,0,0,1,1,0,0,0.477,0.57983
1.81,34.52374557,15.63074913,169,2022,11,4,8,1,0,0,0,0,0,1,0.5321,0.6309
0.3,39.87847455,15.63074913,126,2023,5,4,16,1,0,0,0,0,0,0,0.5903,0.8243
3.87,34.52374557,15.63074913,124,2022,10,4,0,1,1,0,0,0,0,0,0.43524,0.50411
0.03,34.52374557,15.63074913,103,2017,6,4,13,1,0,0,0,0,0,1,0.3377,0.4215
2.6,100,15.63074913,133,2021,11,4,18,0,1,0,0,0,1,0,0.4629,0.7161
0.02,34.52374557,15.63074913,108,2019,1,4,50,1,0,0,0,0,0,0,0.4372,0.4215
10.24,0,15.63074913,172,2016,10,4,45,1,0,1,0,0,0,0,0.3666,0.41
21.6,42.23639278,15.63074913,168,2019,4,2,29,1,0,0,0,1,0,1,0.37946,0.43977
0.66,30.23687965,15.63074913,103,2019,12,4,28,0,0,0,1,0,0,1,0.436,0.59775
10.36,100,15.63074913,132,2016,12,4,144,0,1,0,0,1,0,0,0.37946,0.43977
0.01,39.87847455,15.63074913,130,2022,3,4,13,1,0,0,0,0,0,1,0.5149,0.7336
12.06,42.23639278,15.63074913,145,2019,5,4,10,1,0,1,0,1,0,0,0.5992,0.7424
34.75,50.08554175,15.63074913,155,2018,6,4,30,1,0,0,0,0,0,1,0.5668,0.68385
0.06,58.78836239,15.63074913,116,2023,10,4,0,0,0,0,1,0,0,1,0.34306,0.38331
12.64,64.60045577,24.96031592,162,2021,12,4,24,0,0,0,0,0,0,1,0.6013,0.7184
0.005,69.90840608,15.63074913,109,2021,1,3,14,1,0,0,0,0,0,1,0.6148,0.7964
0.04,34.52374557,15.63074913,0,2021,2,4,0,1,0,0,0,0,0,1,0.42136,0.52884
0.14,34.52374557,15.63074913,123,2019,6,4,0,1,0,1,0,0,1,0,0.49536,0.62809
0.93,34.52374557,15.63074913,106,2024,9,4,28,1,0,0,0,1,0,0,0.4077,0.4665
12.5,34.52374557,15.63074913,157,2025,9,4,38,1,1,0,0,0,0,0,0.5403,0.6933
7.2,34.52374557,15.63074913,128,2016,2,4,87,1,0,1,0,0,0,0,0.6567,0.78755
0.06,100,15.63074913,125,2021,3,4,380,1,0,0,0,0,1,0,0.4847,0.6054
0.03,34.52374557,15.63074913,102,2016,6,4,0,1,0,0,0,0,0,0,0.27792,0.30548
0.5,34.52374557,15.63074913,133,2025,3,4,29,1,0,1,0,0,0,0,0.3934,0.6369
0.04,34.52374557,15.63074913,113,2023,11,4,19,1,0,0,0,0,0,1,0.42136,0.52884
0.005,34.52374557,15.63074913,49,2024,8,4,1908,1,0,1,0,0,0,0,0.3127,0.34
0.7,50.08554175,9.48159046,134,2019,9,4,22,0,1,0,0,0,0,1,0.5755,0.76575
0.05,34.52374557,15.63074913,151,2019,7,4,32,0,0,0,0,1,0,0,0.43534,0.52784
0.08,34.52374557,27.75949514,136,2024,11,4,1451,0,0,0,1,0,1,0,0.3226,0.3715
2.2,34.52374557,15.63074913,129,2016,10,4,36,0,0,0,0,1,0,0,0.51256,0.65009
15.81,69.90840608,30.78322815,144,2023,4,4,11,0,1,1,0,0,0,0,0.2899,0.64275
15.38,39.87847455,15.63074913,142,2022,11,4,650,0,0,0,1,0,1,0,0.4174,0.5571
0.03,34.52374557,15.63074913,95,2025,2,4,0,0,0,0,0,1,0,1,0.41088,0.4649
0.07,34.52374557,15.63074913,118,2016,3,4,0,1,0,0,0,0,0,0,0.4793,0.63125
0.05,34.52374557,15.63074913,138,2016,7,4,0,1,0,0,0,0,0,0,0.47536,0.5436
2.02,0,15.63074913,139,2016,11,4,4,1,0,0,0,0,0,1,0.37946,0.43977
0.01,34.52374557,15.63074913,128,2022,12,4,18,0,1,0,0,0,0,0,0.3877,0.4215
0.08,34.52374557,15.63074913,138,2025,9,4,9,1,0,0,0,1,0,0,0.5144,0.68995
0.8,34.52374557,15.63074913,134,2018,9,4,45,1,1,1,0,0,0,0,0.5536,0.6529
0.1,34.52374557,15.63074913,99,2023,9,4,1425,1,0,0,0,0,0,0,0.5051,0.6369
0.45,34.52374557,15.63074913,115,2016,6,4,30,0,0,1,1,0,1,0,0.3104,0.43095
0.02,34.52374557,15.63074913,133,2022,7,4,945,0,0,1,0,1,0,0,0.3207,0.3612
4.5,34.52374557,15.63074913,121,2019,7,4,24,1,0,1,1,0,1,1,0.5105,0.6124
7.48,72.76391152,15.63074913,156,2022,11,3,36,0,1,0,0,0,0,1,0.4338,0.70935
57,100,100,146,2023,1,2,34,0,0,1,1,0,0,0,0.3041,0.53945
2.5,34.52374557,15.63074913,149,2019,10,4,0,1,0,0,0,0,0,1,0.50662,0.62984
36.6,39.87847455,27.75949514,158,2024,11,4,16,0,1,0,0,0,0,1,0.47764,0.61173
0.003,39.87847455,15.63074913,125,2023,11,4,0,0,0,0,1,0,1,0,0.48754,0.62476
0.6,34.52374557,15.63074913,88,2017,11,1,0,0,0,0,1,0,0,0,0.44774,0.57061
0.3,34.52374557,15.63074913,117,2018,1,4,11,1,0,0,0,0,0,0,0.5428,0.71325
0.65,34.52374557,15.63074913,164,2018,8,4,31,1,0,0,0,0,0,0,0.565,0.6369
0.25,53.59314855,15.63074913,139,2022,11,4,28,0,0,0,0,0,0,1,0.44658,0.53087
0.12,34.52374557,15.63074913,135,2018,3,4,0,0,1,0,0,0,0,0,0.54062,0.62446
0.1,34.52374557,15.63074913,119,2017,9,4,0,1,0,0,0,0,0,1,0.551,0.59714
1.65,53.59314855,15.63074913,147,2022,2,4,0,0,1,0,0,1,0,0,0.37946,0.43977
1.35,42.23639278,15.63074913,106,2024,7,4,92,0,0,1,1,0,0,0,0.1599,0.3612
0.35,34.52374557,15.63074913,124,2018,3,4,15,0,1,0,0,0,0,0,0.5583,0.6762
0.17,34.52374557,15.63074913,148,2024,6,4,1,1,0,0,0,0,0,1,0.41088,0.4649
12.6,39.87847455,15.63074913,136,2017,9,4,0,0,0,1,1,0,0,0,0.36594,0.47592
4.32,34.52374557,15.63074913,136,2016,9,4,0,1,0,0,0,0,0,1,0.4065,0.49875
0.001,34.52374557,15.63074913,120,2017,3,4,21,1,1,0,0,0,0,0,0.5794,0.78735
0.8,30.23687965,15.63074913,140,2023,10,4,0,1,0,0,0,0,0,1,0.44904,0.63961
0.46,34.52374557,15.63074913,107,2017,8,4,0,1,0,0,0,0,1,0,0.36058,0.40371
0.01,34.52374557,15.63074913,142,2019,1,4,0,1,0,1,0,0,0,0,0.56428,0.72503
4.04,50.08554175,15.63074913,132,2017,8,4,46,0,0,1,1,0,0,0,0.5966,0.7177
5.02,53.59314855,15.63074913,130,2019,6,4,0,1,0,0,1,0,1,1,0.50662,0.62984
9.62,34.52374557,15.63074913,153,2025,4,3,2,1,0,1,0,0,0,0,0.4174,0.58815
13.25,53.59314855,30.78322815,149,2022,3,4,0,0,1,1,0,0,0,0,0.45862,0.62111
0.04,34.52374557,15.63074913,134,2021,11,4,20,1,1,0,0,0,0,0,0.6158,0.6309
10.5,34.52374557,15.63074913,156,2022,2,4,15,1,0,0,0,0,0,1,0.4608,0.6935
2.1,50.08554175,20.16725386,125,2019,5,4,22,0,0,0,1,0,0,0,0.4635,0.5961
0.2,53.59314855,15.63074913,140,2025,5,4,9,0,1,0,0,0,0,1,0.3752,0.6309
0.5,34.52374557,15.63074913,112,2018,10,4,0,1,0,0,0,1,0,0,0.52554,0.63736
6.12,72.76391152,15.63074913,156,2024,2,4,15,0,0,1,0,0,0,1,0.3402,0.55255
0.05,34.52374557,15.63074913,0,2024,2,4,695,1,0,0,1,0,0,0,0.6303,0.7826
0.01,34.52374557,15.63074913,127,2016,8,4,0,0,0,0,1,1,0,0,0.4917,0.60548
5.05,64.60045577,15.63074913,167,2017,2,4,50,1,0,1,0,1,0,0,0.532,0.73875
0.06,34.52374557,15.63074913,112,2016,6,4,0,0,0,0,1,0,0,0,0.38242,0.42558
0.01,34.52374557,15.63074913,108,2016,10,4,0,1,0,0,0,0,0,0,0.37946,0.43977
5.12,40.56749372,15.63074913,148,2017,3,4,14,0,0,1,1,0,0,0,0.5147,0.7307
2.71,0,15.63074913,105,2017,9,4,0,0,1,0,0,1,0,0,0.34268,0.55438
8.1,39.87847455,15.63074913,121,2022,10,1,0,1,1,0,0,0,0,0,0.51294,0.66359
12.25,42.23639278,19.56328158,139,2017,3,4,32,0,1,0,0,1,0,0,0.5071,0.64045
1.75,53.59314855,15.63074913,125,2017,11,4,35,1,0,0,0,0,0,0,0.6494,0.71035
6.5,39.87847455,15.63074913,175,2018,9,4,0,1,0,0,0,0,0,1,0.49928,0.64775
0.18,34.52374557,15.63074913,108,2017,7,4,0,0,0,0,1,0,0,0,0.54064,0.57426
0.95,34.52374557,15.63074913,142,2023,2,4,0,1,1,1,0,1,0,0,0.41012,0.46855
0.04,0,15.63074913,99,2017,11,4,0,1,0,0,0,0,0,0,0.44076,0.4864
0.19,34.52374557,15.63074913,116,2025,7,4,37,0,0,0,1,0,0,1,0.4574,0.70495
19.2,100,15.63074913,142,2016,4,4,59,1,0,1,0,0,0,0,0.4522,0.6472
0.1,34.52374557,15.63074913,95,2022,9,4,25,1,0,0,0,0,0,1,0.4257,0.5834
0.05,34.52374557,15.63074913,90,2024,6,4,114,1,1,0,0,0,0,0,0.5593,0.6745
0.1,39.87847455,15.63074913,134,2019,11,4,22,1,0,1,0,0,0,1,0.56672,0.61485
0.48,40.56749372,15.63074913,146,2019,10,4,0,1,0,1,0,0,0,1,0.34306,0.38331
0.1,34.52374557,15.63074913,124,2019,7,4,0,0,0,0,1,0,1,0,0.50062,0.66601
8.57,34.52374557,9.349955476,161,2017,7,4,15,0,1,0,1,0,0,0,0.6291,0.7807
0.04,34.52374557,15.63074913,117,2024,4,4,10,1,0,0,0,0,0,1,0.4709,0.6249
2.05,39.87847455,15.63074913,126,2024,5,4,0,0,0,0,1,0,1,0,0.49536,0.62809
0.03,34.52374557,15.63074913,130,2016,5,4,60,1,0,0,0,0,0,0,0.1496,0
0.25,34.52374557,0.964032676,118,2022,7,4,21,1,0,0,0,1,0,0,0.5021,0.4939
0.3,40.56749372,15.63074913,155,2018,6,4,44,1,0,1,0,0,0,1,0.44658,0.53087
1.75,34.52374557,15.63074913,115,2019,3,4,23,0,1,0,0,1,0,1,0.5155,0.5949
26.29,42.23639278,73.038058,145,2021,11,4,613,0,0,1,1,0,0,0,0.2324,0.39135
0.8,34.52374557,15.63074913,134,2023,8,4,1978,1,0,0,0,0,0,1,0.7012,0.79145
14,39.87847455,15.63074913,146,2019,8,3,36,1,0,1,1,0,1,0,0.5327,0.67565
0.75,39.87847455,15.63074913,137,2019,8,4,42,1,0,0,0,0,0,0,0.5947,0.74562
0.5,53.59314855,15.63074913,130,2022,9,4,0,0,1,0,0,1,0,0,0.4535,0.61799
0.8,34.52374557,15.63074913,115,2017,11,4,81,1,0,0,1,0,0,0,0.3728,0.52955
0.04,34.52374557,15.63074913,114,2017,4,4,0,1,0,0,0,0,0,1,0.41092,0.46908
1.75,100,15.63074913,119,2017,5,4,0,1,0,0,0,1,0,0,0.7029,0.8196
25.1,50.08554175,15.63074913,145,2018,3,4,0,1,0,1,0,0,0,0,0.47466,0.63936
1.1,34.52374557,15.63074913,178,2024,3,4,18,0,0,0,0,0,0,1,0.3598,0.6309
0.11,34.52374557,15.63074913,130,2016,2,4,0,0,1,0,0,1,0,0,0.5947,0.74562
29,100,15.63074913,179,2025,8,3,14,0,0,1,1,0,0,0,0.4856,0.69685
10.43,34.52374557,15.63074913,133,2025,6,4,0,1,0,0,0,0,0,0,0.47308,0.62802
10.43,34.52374557,15.63074913,100,2021,10,6,0,1,0,0,0,0,0,0,0.50662,0.62984
13.2,64.60045577,15.63074913,163,2025,9,4,25,0,0,1,0,1,0,0,0.5185,0.65867
7.37,58.78836239,15.63074913,136,2025,8,4,30,0,1,0,0,1,0,0,0.5825,0.7908
7.5,72.76391152,15.63074913,147,2025,8,4,21,0,1,1,0,0,0,0,0.51518,0.64055
8.75,42.23639278,15.63074913,151,2016,11,4,37,1,0,0,0,0,0,0,0.6398,0.81635
75,34.52374557,15.63074913,169,2023,9,3,59,0,0,1,1,0,0,0,0.4624,0.58588
0.65,0,15.63074913,113,2018,10,4,0,0,0,0,1,0,0,1,0.47486,0.51504
43.7,72.76391152,73.038058,144,2024,11,4,25,1,0,1,0,0,0,0,0.44972,0.63695
10.11,42.23639278,19.56328158,136,2025,10,3,29,0,1,0,0,1,0,0,0.40316,0.57548
5.78,53.59314855,15.63074913,156,2025,1,4,812,0,0,1,1,0,0,0,0.592,0.78735
138.1383,34.52374557,15.63074913,138,2019,8,4,240,1,0,1,0,0,0,1,0.4695,0.5391
0.0005,34.52374557,15.63074913,110,2016,12,4,22,1,0,0,0,0,0,0,0.20432,0.16664
7.02,72.76391152,15.63074913,143,2024,2,4,0,1,0,0,0,1,0,0,0.5692,0.69955
1.1,34.52374557,15.63074913,122,2023,11,4,48,0,1,0,0,0,0,1,0.7141,0.8246
16.07,34.52374557,15.63074913,164,2024,4,3,4916,0,0,1,1,0,0,0,0.4479,0.5931
46,72.76391152,15.63074913,143,2024,8,3,0,0,1,0,0,0,0,1,0.47308,0.62802
1.63,34.52374557,15.63074913,144,2024,3,4,17,1,1,0,0,0,0,0,0.5915,0.7992
10.7,100,15.63074913,133,2022,6,4,0,0,0,0,0,0,0,1,0.45986,0.52352
1.6,34.52374557,15.63074913,120,2018,8,4,0,1,0,0,0,0,0,0,0.47536,0.5436
0.05,40.56749372,15.63074913,153,2025,7,4,11,1,0,0,0,0,1,0,0.314,0.39135
15.21,72.76391152,18.1462697,132,2024,3,4,15,0,0,0,1,0,0,1,0.5105,0.71365
125.1253,34.52374557,15.63074913,125,2020,10,4,14,0,1,0,0,1,0,0,0.44322,0.62352
10.43,34.52374557,15.63074913,25,2021,7,4,0,0,0,0,0,1,0,0,0.53384,0.58223
0.92,42.23639278,15.63074913,115,2025,7,4,943,0,1,0,0,1,0,0,0.5415,0.6634
6.82,34.52374557,15.63074913,128,2018,8,4,0,0,1,0,0,0,0,1,0.32358,0.37776
143.1433,34.52374557,15.63074913,143,2017,1,2,49,0,0,1,1,0,1,0,0.3573,0.47295
0.15,39.87847455,15.63074913,150,2024,3,4,0,1,0,1,0,0,0,0,0.44444,0.59868
0.5,34.52374557,15.63074913,134,2025,9,4,4348,0,0,0,1,0,0,0,0.5665,0.66745
9.25,64.60045577,15.63074913,146,2023,6,3,0,0,1,0,0,1,0,0,0.20432,0.16664
10.43,34.52374557,15.63074913,96,2022,5,5,0,1,0,0,0,0,0,0,0.50662,0.62984
112.1123,53.59314855,15.63074913,112,2021,7,4,11,0,1,0,0,1,0,0,0.549,0.62465
10.28,34.52374557,15.63074913,123,2024,3,4,34,1,1,0,0,0,0,0,0.7371,0.86835
8.3,100,15.63074913,150,2018,9,4,119,1,1,0,0,0,0,1,0.37946,0.43977
3.51,34.52374557,15.63074913,123,2022,4,4,0,0,0,1,1,0,0,1,0.4133,0.55651
0.26,34.52374557,15.63074913,105,2017,3,4,0,0,0,0,1,0,0,1,0.56428,0.72503
0.13,34.52374557,15.63074913,131,2017,6,4,29,1,0,0,0,0,0,0,0.5185,0.65867
9.28,42.23639278,15.63074913,148,2022,6,4,33,0,1,0,0,0,0,1,0.325,0.4588
0.02,34.52374557,15.63074913,138,2022,10,4,439,1,1,0,0,0,0,0,0.1781,0.27115
4.25,64.60045577,24.96031592,143,2024,6,4,27,0,0,0,0,0,0,1,0.4873,0.6652
4.7,34.52374557,15.63074913,124,2024,12,4,151,1,0,0,0,0,0,1,0.44604,0.57761
0.3,34.52374557,15.63074913,123,2025,7,4,18,1,0,0,0,0,1,0,0.4226,0.42425
0.01,34.52374557,15.63074913,100,2019,1,4,0,1,0,0,0,0,0,0,0.37946,0.43977
0.5,39.87847455,15.63074913,141,2021,4,4,0,0,0,0,1,0,0,1,0.46554,0.60727
0.4,34.52374557,15.63074913,135,2022,10,4,15,1,0,0,0,0,0,1,0.45808,0.59273
0.32,0,15.63074913,100,2016,4,4,0,1,1,0,0,0,0,0,0.5185,0.65867
6.75,53.59314855,15.63074913,150,2024,8,3,5,1,0,1,0,0,0,0,0.6276,0.83555
88.883,53.59314855,15.63074913,88,2022,11,4,20,0,0,0,0,1,0,1,0.32746,0.43438
4.25,42.23639278,15.63074913,131,2024,3,4,15,0,0,1,0,0,0,0,0.2581,0.3612
0.35,34.52374557,15.63074913,101,2024,2,4,0,1,1,0,0,0,0,0,0.34306,0.38331
0.35,34.52374557,15.63074913,109,2020,3,4,17,1,1,0,0,0,0,0,0.4988,0.6429
0.15,34.52374557,15.63074913,105,2025,2,0,0,1,0,1,1,0,1,0,0.293,0.432
0.04,34.52374557,15.63074913,129,2024,4,4,15,1,0,0,0,1,0,0,0.3293,0.3397
6.3,39.87847455,0.964032676,127,2016,9,4,31,0,0,0,0,0,0,1,0.4922,0.6369
4.02,34.52374557,15.63074913,152,2025,7,4,7,1,0,0,0,0,0,0,0.3437,0.6369
1.5,42.23639278,15.63074913,130,2023,4,4,15,1,0,1,0,0,0,0,0.4471,0.66905
0.1,53.59314855,15.63074913,110,2022,8,3,51,1,1,0,0,0,0,1,0.6266,0.7263
99.993,34.52374557,15.63074913,99,2017,12,2,0,1,0,0,0,0,0,1,0.46136,0.57613
0.65,69.90840608,15.63074913,0,2025,5,3,33,0,0,1,0,0,0,0,0.46906,0.67835
0.5,34.52374557,15.63074913,156,2024,7,4,168,1,0,0,0,0,1,0,0.2091,0.0129
0.74,34.52374557,15.63074913,135,2020,12,4,27,0,1,0,0,1,0,0,0.478,0.67915
4.08,42.23639278,15.63074913,137,2017,1,4,29,1,0,0,0,1,0,0,0.4069,0.51305
0.96,34.52374557,15.63074913,106,2017,9,4,84,1,0,0,0,0,0,1,0.4215,0.4215
1.27,53.59314855,15.63074913,135,2023,3,4,3,1,0,0,0,0,0,1,0.2086,0.148
105.1053,34.52374557,15.63074913,105,2018,10,5,8,1,0,0,0,1,0,0,0.41088,0.4649
1.31,53.59314855,15.63074913,146,2022,7,4,711,1,0,1,0,1,0,0,0.5523,0.7303
0.06,53.59314855,15.63074913,132,2025,9,4,18,1,0,0,0,1,0,0,0.6984,0.81185
0.22,39.87847455,15.63074913,118,2020,12,4,0,0,1,0,0,1,0,0,0.47388,0.50368
2.1,34.52374557,15.63074913,132,2017,5,4,0,1,0,0,0,0,0,0,0.54062,0.62446
0.45,34.52374557,15.63074913,114,2016,6,4,30,0,0,1,1,0,0,1,0.3104,0.43095
0.01,34.52374557,15.63074913,143,2019,10,4,3,1,0,0,0,0,0,0,0.37946,0.43977
11.94,64.60045577,15.63074913,139,2016,4,4,0,0,0,1,0,1,0,0,0.45862,0.62111
0.04,34.52374557,15.63074913,115,2017,5,4,93,1,0,0,0,0,0,0,0.4215,0.4215
129.1293,34.52374557,15.63074913,129,2022,11,4,0,1,1,0,0,0,1,1,0.52618,0.65507
7.05,39.87847455,25.95144992,128,2022,7,4,2985,0,0,1,1,0,0,0,0.4086,0.6413
0.15,34.52374557,15.63074913,134,2020,1,4,17,1,1,1,0,0,1,0,0.37946,0.43977
5.49,72.76391152,29.96244531,132,2023,6,4,11,0,1,0,0,1,0,0,0.54004,0.70186
